mr,param,original,transformed,difference,percent_change,passed,range_change,range_percent_change,range_passed,severity,status,sample_id,expected_behavior,actual_behavior,epsilon
TranslationRelation,80.0,-1.637725830078125,-1.6270980834960938,0.01062774658203125,0.6489328004429329,False,0.011215925216674805,0.6848471314437566,True,0.01062774658203125,FAIL,9,Small translation should preserve prediction consistency,Violation,0.07333333333333333
DarkVisibiltyRelation,1.5,-1.637725830078125,-1.6280710697174072,0.009654760360717773,0.5895220242717285,False,0.009185075759887695,0.5608429678989589,True,0.009654760360717773,FAIL,9,Output should not change drastically under degradation,Violation,0.07333333333333333
FogRelation,0.75,-1.637725830078125,-1.6280710697174072,0.009654760360717773,0.5895220242717285,True,0.009782671928405762,0.5973323358169015,True,0.009654760360717773,PASS,9,Fog should not significantly affect prediction,Consistent,0.07333333333333333
DarkVisibiltyRelation,1.1375,-1.637725830078125,-1.6280710697174072,0.009654760360717773,0.5895220242717285,False,0.009185075759887695,0.5608429678989589,True,0.009654760360717773,FAIL,9,Output should not change drastically under degradation,Violation,0.07333333333333333
FogRelation,1.125,-1.637725830078125,-1.6280710697174072,0.009654760360717773,0.5895220242717285,True,0.009782671928405762,0.5973323358169015,True,0.009654760360717773,PASS,9,Fog should not significantly affect prediction,Consistent,0.07333333333333333
FogRelation,1.5,-1.637725830078125,-1.6280710697174072,0.009654760360717773,0.5895220242717285,True,0.009782671928405762,0.5973323358169015,True,0.009654760360717773,PASS,9,Fog should not significantly affect prediction,Consistent,0.07333333333333333
TranslationRelation,60.0,-1.637725830078125,-1.6283082962036133,0.009417533874511719,0.5750369171189844,True,0.011215925216674805,0.6848471314437566,True,0.009417533874511719,PASS,9,Small translation should preserve prediction consistency,Consistent,0.07333333333333333
DarkVisibiltyRelation,1.5,-1.6362489461898804,-1.6280710697174072,0.008177876472473145,0.49979384210315103,False,0.007785320281982422,0.4758026302834156,True,0.008177876472473145,FAIL,5,Output should not change drastically under degradation,Violation,0.07333333333333333
FogRelation,1.125,-1.6362489461898804,-1.6280710697174072,0.008177876472473145,0.49979384210315103,True,0.007977843284606934,0.48756874236628,True,0.008177876472473145,PASS,5,Fog should not significantly affect prediction,Consistent,0.07333333333333333
DarkVisibiltyRelation,1.1375,-1.6362489461898804,-1.6280710697174072,0.008177876472473145,0.49979384210315103,False,0.007785320281982422,0.4758026302834156,True,0.008177876472473145,FAIL,5,Output should not change drastically under degradation,Violation,0.07333333333333333
